1219229877	20250107	202501	2025	2025.0192											COP	POLICE OFFICER						COP			0	042	042	04	1	1.9	5	1	5	-6.54320987654322	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20250107101500	https://www.perthnow.com.au/news/wa/david-simmons-arrest-warrant-issued-for-former-partner-of-amy-wensley-after-failing-to-show-at-court-c-17312295
1219229878	20250107	202501	2025	2025.0192											COP	POLICE						COP			1	112	112	11	3	-2.0	2	1	2	-8.15217391304347	0								4	Kahna, Punjab, Pakistan	PK	PK04	40361	32.4985	73.945	-2764382	4	Kahna, Punjab, Pakistan	PK	PK04	40361	32.4985	73.945	-2764382	20250107101500	https://tribune.com.pk/story/2520473/suspect-held-for-allegedly-burning-wife-children
1219229879	20250107	202501	2025	2025.0192											CVL	VILLAGE						CVL			1	043	043	04	1	2.8	5	1	5	-1.13475177304964	0								1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20250107101500	https://sofmag.com/in-iraq-we-rolled-in-to-feed-the-village-and-everything-was-oddly-quiet/
1219229880	20250107	202501	2025	2025.0192											CVL	VILLAGE						CVL			1	192	192	19	4	-9.5	10	1	10	-1.13475177304964	0								1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20250107101500	https://sofmag.com/in-iraq-we-rolled-in-to-feed-the-village-and-everything-was-oddly-quiet/
1219229881	20250107	202501	2025	2025.0192											ELI	RETIRED						ELI			1	043	043	04	1	2.8	10	1	10	0.19960079840319	0								4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	20250107101500	https://thenewsnigeria.com.ng/2025/01/07/yayale-ahmed-filling-gaps-in-nigerias-administrative-reform-history/
1219229882	20250107	202501	2025	2025.0192											FRA	FRANCE	FRA								1	051	051	05	1	3.4	2	1	2	2.92758089368258	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250107101500	https://www.thehitavada.com/Encyc/2025/1/7/-The-Brutalist-Emilia-Perez-triumph-at-Golden-Globes.html
1219229883	20250107	202501	2025	2025.0192											FRA	FRANCE	FRA								1	051	051	05	1	3.4	2	1	2	2.92758089368258	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250107101500	https://www.thehitavada.com/Encyc/2025/1/7/-The-Brutalist-Emilia-Perez-triumph-at-Golden-Globes.html
1219229884	20250107	202501	2025	2025.0192											GBR	UNITED KINGDOM	GBR								1	020	020	02	1	3.0	2	1	2	-0.48192771084338	0								1	Spain	SP	SP		40	-4	SP	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20250107101500	https://euroweeklynews.com/2025/01/07/new-uk-travel-rules-eta-shock-for-eu-and-us/
1219229885	20250107	202501	2025	2025.0192											GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	5	1	5	-0.48192771084338	0								4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20250107101500	https://euroweeklynews.com/2025/01/07/new-uk-travel-rules-eta-shock-for-eu-and-us/
1219229886	20250107	202501	2025	2025.0192											GBR	MANCHESTER	GBR								1	191	191	19	4	-9.5	10	1	10	-8.91472868217054	0								0								0								20250107101500	https://www.manchestereveningnews.co.uk/news/greater-manchester-news/trains-cancelled-delayed-emergency-works-30722899
1219229887	20250107	202501	2025	2025.0192											GBRBUS	BRITISH	GBR					BUS			1	040	040	04	1	1.0	3	1	3	2.15827338129496	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250107101500	https://news.satnews.com/2025/01/06/forrester-digest-british-airways-discussing-ifc-switch/
1219229888	20250107	202501	2025	2025.0192											GOV	PRIME MINISTER						GOV			1	040	040	04	1	1.0	5	1	5	6.25000000000001	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20250107101500	https://www.businesstoday.in/technology/news/story/microsoft-ceo-satya-nadella-bets-big-on-indias-ai-revolution-with-3-billion-investment-459871-2025-01-07
1219229889	20250107	202501	2025	2025.0192											GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	1	1	1	3.88888888888889	0								4	Rahim Yar Khan, Punjab, Pakistan	PK	PK04	23673	28.4199	70.3035	-2772116	4	Rahim Yar Khan, Punjab, Pakistan	PK	PK04	23673	28.4199	70.3035	-2772116	20250107101500	https://tribune.com.pk/story/2520592/uae-rolls-over-2bn-loan-pm-shehbaz-sharif-confirms
1219229890	20250107	202501	2025	2025.0192											GOV	MINISTRY						GOV			1	042	042	04	1	1.9	5	1	5	7.95454545454545	0								4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	20250107101500	https://dailypost.ng/2025/01/07/new-information-commissioner-assumes-office-in-kano/
1219229891	20250107	202501	2025	2025.0192											GOV	CIVIL SERVICE						GOV			1	043	043	04	1	2.8	6	1	6	0.19960079840319	0								4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	20250107101500	https://thenewsnigeria.com.ng/2025/01/07/yayale-ahmed-filling-gaps-in-nigerias-administrative-reform-history/
1219229892	20250107	202501	2025	2025.0192											GOV	GOVERNOR						GOV			1	190	190	19	4	-10.0	2	1	2	-3.26797385620915	0								5	Ondo State, Ondo, Nigeria	NI	NI48	22976	7.16667	5.08333	-2023650	5	Ondo State, Ondo, Nigeria	NI	NI48	22976	7.16667	5.08333	-2023650	20250107101500	https://www.premiumtimesng.com/news/top-news/765478-governor-aiyedatiwa-imposes-curfew-in-owo-as-gunmen-kill-apc-chieftain-three-others.html
1219229893	20250107	202501	2025	2025.0192											GOVBUS	INDUSTRIES MINIST						GOV	BUS		1	040	040	04	1	1.0	5	1	5	3.04259634888439	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20250107101500	https://dailytimes.com.pk/1254004/sindh-cm-industries-minister-discuss-revival-of-steel-mills/
1219229894	20250107	202501	2025	2025.0192											GOVBUS	CENTRAL BANK						GOV	BUS		1	173	173	17	4	-5.0	3	1	3	-10.3305785123967	0								1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	20250107101500	https://www.marketscreener.com/news/latest/Mauritius-issues-arrest-order-for-former-finance-minister-report-says-48694906/
1219229895	20250107	202501	2025	2025.0192											GRC	GREECE	GRC								0	040	040	04	1	1.0	2	1	2	-8.55614973262032	0								1	Greece	GR	GR		39	22	GR	4	Sukkur, Sindh, Pakistan	PK	PK05	40404	27.7052	68.8574	-2775228	20250107101500	https://dailytimes.com.pk/1254048/pm-directs-property-confiscation-of-human-traffickers/
1219229896	20250107	202501	2025	2025.0192											HLH	DOCTOR						HLH			1	182	182	18	4	-9.5	8	1	8	0.98425196850394	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250107101500	https://www.manchestereveningnews.co.uk/news/showbiz-news/emmerdales-april-star-hit-same-30723018
1219229897	20250107	202501	2025	2025.0192											IND	CHANDIGARH	IND								1	0874	087	08	2	10.0	10	1	10	-5.07246376811594	0								0								0								20250107101500	https://www.barandbench.com/news/nclt-withdraws-work-technical-member-chandigarh-bench
1219229898	20250107	202501	2025	2025.0192											IND	CHANDIGARH	IND								1	114	114	11	3	-2.0	10	1	10	-5.07246376811594	0								0								0								20250107101500	https://www.barandbench.com/news/nclt-withdraws-work-technical-member-chandigarh-bench
1219229899	20250107	202501	2025	2025.0192											INDCOP	JODHPUR	IND					COP			0	042	042	04	1	1.9	5	1	5	-1.89125295508274	0								0								0								20250107101500	https://www.hindustantimes.com/india-news/supreme-court-grants-interim-bail-to-asaram-on-medical-grounds-till-march-31-101736238704673.html
1219229900	20250107	202501	2025	2025.0192											INDCOP	JODHPUR	IND					COP			0	084	084	08	2	7.0	5	1	5	-1.89125295508274	0								0								0								20250107101500	https://www.hindustantimes.com/india-news/supreme-court-grants-interim-bail-to-asaram-on-medical-grounds-till-march-31-101736238704673.html
1219229901	20250107	202501	2025	2025.0192											IRL	IRELAND	IRL								0	042	042	04	1	1.9	5	1	5	3.276955602537	0								4	Drogheda, Louth, Ireland	EI	EI19	18299	53.7189	-6.34778	-1502467	4	Drogheda, Louth, Ireland	EI	EI19	18299	53.7189	-6.34778	-1502467	20250107101500	https://www.offalyexpress.ie/news/home/1694690/offaly-based-nun-celebrates-her-100th-birthday-with-family-and-friends.html
1219229902	20250107	202501	2025	2025.0192											IRL	IRELAND	IRL								0	042	042	04	1	1.9	2	1	2	3.276955602537	0								4	Kilbeggan, Westmeath, Ireland	EI	EI29	18307	53.3694	-7.50333	-1503631	4	Longford, Longford, Ireland	EI	EI18	18307	53.7333	-7.8	-1504292	20250107101500	https://www.offalyexpress.ie/news/home/1694690/offaly-based-nun-celebrates-her-100th-birthday-with-family-and-friends.html
1219229903	20250107	202501	2025	2025.0192											IRL	IRELAND	IRL								0	042	042	04	1	1.9	1	1	1	3.276955602537	0								4	Tullamore, Offaly, Ireland	EI	EI23	18302	53.2739	-7.48889	-1506052	4	Drogheda, Louth, Ireland	EI	EI19	18299	53.7189	-6.34778	-1502467	20250107101500	https://www.offalyexpress.ie/news/home/1694690/offaly-based-nun-celebrates-her-100th-birthday-with-family-and-friends.html
1219229904	20250107	202501	2025	2025.0192											IRL	DUBLIN	IRL								1	046	046	04	1	7.0	12	1	10	1.81347150259067	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20250107101500	https://www.irishnews.com/news/politics/sinn-fein-co-opts-new-belfast-councillor-as-michelle-oneills-aide-steps-down-EYEX2MMWKBGFDPPGXGECYRM6WA/
1219229905	20250107	202501	2025	2025.0192											IRL	IRELAND	IRL								1	120	120	12	3	-4.0	6	1	6	6.90909090909091	0								5	Offaly, Offaly, Ireland	EI	EI23	18302	53.25	-7.5	-1504948	5	Offaly, Offaly, Ireland	EI	EI23	18302	53.25	-7.5	-1504948	20250107101500	https://www.offalyexpress.ie/news/home/1685659/plan-for-off-grid-artists-commune-on-40-acre-site-in-offaly-turned-down.html
1219229906	20250107	202501	2025	2025.0192											JUD	SUPREME COURT						JUD			1	190	190	19	4	-10.0	10	1	10	-3.63288718929254	0								4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	20250107101500	https://www.thehitavada.com/Encyc/2025/1/7/Kelibag-Road-or-Hawkers-Road-.html
1219229907	20250107	202501	2025	2025.0192											KEN	KENYA	KEN								0	040	040	04	1	1.0	4	1	4	-5.13918629550322	0								4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20250107101500	https://www.tuko.co.ke/kenya/counties/574448-kibet-bull-explains-attended-disco-matanga-release-knocked-3-houses/
1219229908	20250107	202501	2025	2025.0192											KEN	KENYA	KEN								1	043	043	04	1	2.8	2	1	2	-5.13918629550322	0								4	Vihiga, Western, Kenya	KE	KE09	18585	0.040867	34.7128	-2264298	4	Vihiga, Western, Kenya	KE	KE09	18585	0.040867	34.7128	-2264298	20250107101500	https://www.tuko.co.ke/kenya/counties/574448-kibet-bull-explains-attended-disco-matanga-release-knocked-3-houses/
1219229909	20250107	202501	2025	2025.0192											KEN	KENYA	KEN								1	043	043	04	1	2.8	2	1	2	-5.13918629550322	0								4	Vihiga, Western, Kenya	KE	KE09	18585	0.040867	34.7128	-2264298	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	20250107101500	https://www.tuko.co.ke/kenya/counties/574448-kibet-bull-explains-attended-disco-matanga-release-knocked-3-houses/
1219229910	20250107	202501	2025	2025.0192											KOR	SOUTH KOREA	KOR								0	042	042	04	1	1.9	4	1	4	1.70777988614801	0								4	Anseong, Kyonggi-do, South Korea	KS	KS13	24980	37.0108	127.27	-705443	4	Anseong, Kyonggi-do, South Korea	KS	KS13	24980	37.0108	127.27	-705443	20250107101500	https://www.allkpop.com/article/2025/01/event-recap-a-sweet-romance-amid-zombies-coupang-plays-newtopia-brings-freshness-to-zombie-horror-genre
1219229911	20250107	202501	2025	2025.0192											MED	MEDIA						MED			1	046	046	04	1	7.0	4	1	4	-6.54545454545455	0								4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20250107101500	https://dailytimes.com.pk/1254072/imran-blasts-deferment-of-190m-case-verdict-as-pressure-tactic/
1219229912	20250107	202501	2025	2025.0192											MEX	MEXICO	MEX								0	042	042	04	1	1.9	2	1	2	5.04786771105308	0								4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	4	Carlton, Tasmania, Australia	AS	AS06	5350	-42.8667	147.683	-1564342	20250107101500	https://www.dailymail.co.uk/tvshowbiz/article-14258103/Inside-Golden-Globes-1M-swag-bag-list-gifts-listers-receive-awards-including-lavish-trips-luxury-beauty-designer-items.html
1219229913	20250107	202501	2025	2025.0192											MEX	MEXICO	MEX								0	042	042	04	1	1.9	8	1	8	5.04786771105308	0								4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	20250107101500	https://www.dailymail.co.uk/tvshowbiz/article-14258103/Inside-Golden-Globes-1M-swag-bag-list-gifts-listers-receive-awards-including-lavish-trips-luxury-beauty-designer-items.html
1219229914	20250107	202501	2025	2025.0192											MNCKOR	SAMSUNG	KOR					MNC			1	042	042	04	1	1.9	10	1	10	-0.5	0								0								0								20250107101500	https://www.gsmarena.com/samsung_unpacked_date_announced_four_galaxy_s25_phones_incoming-news-65982.php
1219229915	20250107	202501	2025	2025.0192											MNCKOR	HYUNDAI	KOR					MNC			1	111	111	11	3	-2.0	5	1	5	5.40865384615385	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20250107101500	https://www.zigwheels.com/news-features/ev-news/hyundai-creta-electric-vs-mahindra-be-6-see-how-the-recent-most-talked-about-electric-suvs-compare/55307/
1219229916	20250107	202501	2025	2025.0192											MOS	ISLAMIC				MOS					0	110	110	11	3	-2.0	5	1	5	-0.76190476190476	0								1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20250107101500	https://www.iranoilgas.com/news/details.aspx?id=27212&title=Development+of+Iran%E2%80%99s+foreign+trade+cannot+be+achieved+without+FATF:+Official
1219229917	20250107	202501	2025	2025.0192											MUS	MAURITIUS	MUS								1	173	173	17	4	-5.0	4	1	4	-10.3305785123967	0								1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	20250107101500	https://www.marketscreener.com/news/latest/Mauritius-issues-arrest-order-for-former-finance-minister-report-says-48694906/
1219229918	20250107	202501	2025	2025.0192											MYS	MALAYSIA	MYS								0	100	100	10	3	-5.0	5	1	5	6.60919540229885	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250107101500	https://www.thestar.com.my/news/nation/2025/01/07/blueprint-needed-to-boost-js-sez-says-acccim
1219229919	20250107	202501	2025	2025.0192											NGA	NIGERIA	NGA								0	042	042	04	1	1.9	10	1	10	0.19960079840319	0								4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	20250107101500	https://thenewsnigeria.com.ng/2025/01/07/yayale-ahmed-filling-gaps-in-nigerias-administrative-reform-history/
1219229920	20250107	202501	2025	2025.0192											NGA	NIGERIAN	NGA								0	051	051	05	1	3.4	7	1	7	-3.26797385620915	0								5	Ondo State, Ondo, Nigeria	NI	NI48	22976	7.16667	5.08333	-2023650	5	Ondo State, Ondo, Nigeria	NI	NI48	22976	7.16667	5.08333	-2023650	20250107101500	https://www.premiumtimesng.com/news/top-news/765478-governor-aiyedatiwa-imposes-curfew-in-owo-as-gunmen-kill-apc-chieftain-three-others.html
