1205595889	20231023	202310	2023	2023.8027	ISR	ISRAEL	ISR								PSE	PALESTINIAN	PSE								0	020	020	02	1	3.0	2	1	2	-11.5023474178403	1	United States	US	US		39.828175	-98.5795	US	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	United States	US	US		39.828175	-98.5795	US	20241022151500	https://www.presstv.ir/Detail/2024/10/22/735755/movement-slams-US-crackdown-pro-Palestine-dissent
1205595890	20231023	202310	2023	2023.8027	JUD	LAWYER						JUD													0	010	010	01	1	0.0	6	1	6	-4.53720508166969	1	Morocco	MO	MO		32	-5	MO	0								1	Morocco	MO	MO		32	-5	MO	20241022151500	https://qz.com/abercrombie-fitch-mike-jeffries-arrest-sex-trafficking-1851678135
1205595891	20231023	202310	2023	2023.8027	JUD	ADVOCATE						JUD			EDU	SCHOOL						EDU			1	071	071	07	2	7.4	10	1	10	0	0								0								0								20241022151500	https://www.gillettenewsrecord.com/opinion/letters_to_editor/article_26bab1f0-8f24-11ef-865a-23ebd052784d.html
1205595892	20231023	202310	2023	2023.8027	USA	TENNESSEE	USA																		0	071	071	07	2	7.4	3	1	3	7.67195767195768	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20241022151500	https://www.chattanoogan.com/2024/10/22/494355/Houston-Museum-Of-Decorative-Arts.aspx
1205595893	20231023	202310	2023	2023.8027	VNM	VIETNAM	VNM								CHN	CHINA	CHN								1	057	057	05	1	8.0	4	1	4	5.42986425339367	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20241022151500	https://english.news.cn/20241022/1bb1b9536fdc4d738f5ead4be6c6eee5/c.html
1205595894	20231023	202310	2023	2023.8027	VNM	VIETNAM	VNM								CHN	CHINA	CHN								1	057	057	05	1	8.0	6	1	6	5.42986425339367	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20241022151500	https://english.news.cn/20241022/1bb1b9536fdc4d738f5ead4be6c6eee5/c.html
1205595895	20240922	202409	2024	2024.7178	GBR	UNITED KINGDOM	GBR								GOV	PRESIDENT						GOV			1	0831	083	08	2	5.0	4	1	4	-4.78359908883827	4	Loch Seaforth, Eilean Siar, United Kingdom	UK	UKW8	40178	57.9	-6.66667	-2607340	4	Loch Seaforth, Eilean Siar, United Kingdom	UK	UKW8	40178	57.9	-6.66667	-2607340	4	Loch Seaforth, Eilean Siar, United Kingdom	UK	UKW8	40178	57.9	-6.66667	-2607340	20241022151500	https://www.thenational.scot/news/24670284.salmon-farm-records-largest-mass-die-off-scotland-decade/
1205595896	20240922	202409	2024	2024.7178	GOV	PRESIDENT						GOV													1	0831	083	08	2	5.0	6	1	6	-4.78359908883827	4	Loch Seaforth, Eilean Siar, United Kingdom	UK	UKW8	40178	57.9	-6.66667	-2607340	0								4	Loch Seaforth, Eilean Siar, United Kingdom	UK	UKW8	40178	57.9	-6.66667	-2607340	20241022151500	https://www.thenational.scot/news/24670284.salmon-farm-records-largest-mass-die-off-scotland-decade/
1205595897	20240922	202409	2024	2024.7178	GOV	JUNTA CHIEF						GOV			CHN	CHINA	CHN								0	036	036	03	1	4.0	8	1	8	-5.41338582677166	4	Aung Hlaing, Ayeyarwady, Myanmar	BM	BM03	41780	15.7667	94.9833	-440327	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20241022151500	https://www.bangkokpost.com/world/2888448/chinas-xi-faces-dilemma-as-consulate-blast-sparks-fear-of-myanmar-chaos
1205595898	20240922	202409	2024	2024.7178	GOV	JUNTA CHIEF						GOV			CHN	CHINA	CHN								0	036	036	03	1	4.0	2	1	2	-5.41338582677166	4	Aung Hlaing, Ayeyarwady, Myanmar	BM	BM03	41780	15.7667	94.9833	-440327	4	Aung Hlaing, Ayeyarwady, Myanmar	BM	BM03	41780	15.7667	94.9833	-440327	4	Aung Hlaing, Ayeyarwady, Myanmar	BM	BM03	41780	15.7667	94.9833	-440327	20241022151500	https://www.bangkokpost.com/world/2888448/chinas-xi-faces-dilemma-as-consulate-blast-sparks-fear-of-myanmar-chaos
1205595899	20241015	202410	2024	2024.7808											MNCUSAHLH	WALGREEN	USA					MNC	HLH		1	112	112	11	3	-2.0	5	1	5	0	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20241022151500	https://www.aol.com/walmart-deliver-prescriptions-nationwide-little-143915884.html
1205595900	20241015	202410	2024	2024.7808	ARG	ARGENTINA	ARG								JUD	JUDGE						JUD			1	010	010	01	1	0.0	4	1	4	0	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20241022151500	https://www.dailyrecord.co.uk/entertainment/simon-cowells-brother-reveals-x-33947226
1205595901	20241015	202410	2024	2024.7808	BUS	COMPANY						BUS			USA	OKLAHOMA CITY	USA								1	010	010	01	1	0.0	10	1	10	-5.45454545454546	0								0								0								20241022151500	https://www.yahoo.com/news/7-eleven-offering-10-000-134522691.html
1205595902	20241015	202410	2024	2024.7808	BUS	COMPANY						BUS			USA	OKLAHOMA CITY	USA								1	021	021	02	1	3.4	10	1	10	-5.45454545454546	0								0								0								20241022151500	https://www.yahoo.com/news/7-eleven-offering-10-000-134522691.html
1205595903	20241015	202410	2024	2024.7808	COP	PRISON						COP			JUD	PROSECUTOR						JUD			1	030	030	03	1	4.0	10	1	10	-6.60377358490566	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20241022151500	https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBLE--2370597/news/Poland-to-close-Russian-consulate-in-Poznan-citing-alleged-sabotage-attempts-48130379/
1205595904	20241015	202410	2024	2024.7808	COP	DETECTIVE						COP			JUD	PROSECUTOR						JUD			1	190	190	19	4	-10.0	2	1	2	-0.25974025974026	3	Cumberland County, New Jersey, United States	US	USNJ	NJ011	39.3501	-75.083	882275	3	Cumberland County, New Jersey, United States	US	USNJ		39.3501	-75.083	882275	3	Cumberland County, New Jersey, United States	US	USNJ		39.3501	-75.083	882275	20241022151500	https://catcountry1073.com/ixp/397/p/det-sergeant-mosley-remembered-as-the-life-of-the-party/
1205595905	20241015	202410	2024	2024.7808	COP	DETECTIVE						COP			JUD	PROSECUTOR						JUD			1	193	193	19	4	-10.0	2	1	2	-0.25974025974026	3	Cumberland County, New Jersey, United States	US	USNJ	NJ011	39.3501	-75.083	882275	1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	20241022151500	https://catcountry1073.com/ixp/397/p/det-sergeant-mosley-remembered-as-the-life-of-the-party/
1205595906	20241015	202410	2024	2024.7808	COP	DETECTIVE						COP			USAJUD	UNITED STATES	USA					JUD			1	190	190	19	4	-10.0	8	1	8	-0.25974025974026	3	Cumberland County, New Jersey, United States	US	USNJ	NJ011	39.3501	-75.083	882275	3	Cumberland County, New Jersey, United States	US	USNJ		39.3501	-75.083	882275	3	Cumberland County, New Jersey, United States	US	USNJ		39.3501	-75.083	882275	20241022151500	https://catcountry1073.com/ixp/397/p/det-sergeant-mosley-remembered-as-the-life-of-the-party/
1205595907	20241015	202410	2024	2024.7808	COP	DETECTIVE						COP			USAJUD	UNITED STATES	USA					JUD			1	193	193	19	4	-10.0	4	1	4	-0.25974025974026	3	Cumberland County, New Jersey, United States	US	USNJ	NJ011	39.3501	-75.083	882275	3	Cumberland County, New Jersey, United States	US	USNJ		39.3501	-75.083	882275	3	Cumberland County, New Jersey, United States	US	USNJ		39.3501	-75.083	882275	20241022151500	https://catcountry1073.com/ixp/397/p/det-sergeant-mosley-remembered-as-the-life-of-the-party/
1205595908	20241015	202410	2024	2024.7808	COP	DETECTIVE						COP			USAJUD	UNITED STATES	USA					JUD			1	193	193	19	4	-10.0	2	1	2	-0.25974025974026	3	Cumberland County, New Jersey, United States	US	USNJ	NJ011	39.3501	-75.083	882275	3	Cumberland County, New Jersey, United States	US	USNJ		39.3501	-75.083	882275	1	Jersey	JE	JE		49.216667	-2.116667	JE	20241022151500	https://catcountry1073.com/ixp/397/p/det-sergeant-mosley-remembered-as-the-life-of-the-party/
1205595909	20241015	202410	2024	2024.7808	COP	DETECTIVE						COP			USAJUD	UNITED STATES	USA					JUD			1	193	193	19	4	-10.0	2	1	2	-0.25974025974026	3	Cumberland County, New Jersey, United States	US	USNJ	NJ011	39.3501	-75.083	882275	1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	20241022151500	https://catcountry1073.com/ixp/397/p/det-sergeant-mosley-remembered-as-the-life-of-the-party/
1205595910	20241015	202410	2024	2024.7808	GHAGOV	GHANA	GHA					GOV			GHA	GHANA	GHA								1	010	010	01	1	0.0	10	1	10	0	1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20241022151500	https://ec.gov.gh/2020-presidential-and-parliamentary-elections-call-centre-of-the-electoral-commission/
1205595911	20241015	202410	2024	2024.7808	GOV	GOVERNMENT						GOV			LEG	PARLIAMENT						LEG			0	014	014	01	1	0.0	10	1	10	-2	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20241022151500	https://www.bangkokpost.com/thailand/politics/2888428/house-to-vote-thursday-whether-to-accept-commitees-report-on-amnesty-bill
1205595912	20241015	202410	2024	2024.7808	JOR	JORDAN	JOR								USAMED	THE ASSOCIATED PRESS	USA					MED			0	013	013	01	1	0.4	1	1	1	-8.16326530612245	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	1	Jordan	JO	JO		31	36	JO	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20241022151500	https://accesswdun.com/article/2024/10/1268236
1205595913	20241015	202410	2024	2024.7808	JUD	PROSECUTOR						JUD			COP	PRISON						COP			1	030	030	03	1	4.0	10	1	10	-6.60377358490566	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20241022151500	https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBLE--2370597/news/Poland-to-close-Russian-consulate-in-Poznan-citing-alleged-sabotage-attempts-48130379/
1205595914	20241015	202410	2024	2024.7808	LEG	SENATE						LEG													0	141	141	14	3	-6.5	6	2	6	-1.67144799020888	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20241022151500	https://www.yahoo.com/news/egregious-lies-dark-money-groups-141645061.html
1205595915	20241015	202410	2024	2024.7808	LEG	SENATE						LEG													0	141	141	14	3	-6.5	9	2	9	-1.67144799020888	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20241022151500	https://www.yahoo.com/news/egregious-lies-dark-money-groups-141645061.html
1205595916	20241015	202410	2024	2024.7808	MED	BLOG						MED			GBR	SCOTLAND	GBR								1	051	051	05	1	3.4	10	1	10	-0.16129032258065	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20241022151500	https://www.thenational.scot/news/24669294.snp-mp-insists-all-not-lost-slapped-down-scottish-visa/
1205595917	20241015	202410	2024	2024.7808	PSEREB	HAMAS	PSE					REB			ISR	ISRAELI	ISR								1	190	190	19	4	-10.0	3	1	3	-4.31818181818182	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20241022151500	https://www.presstv.ir/Detail/2024/10/22/735749/Iran-Pezeshkian-Israeli-attack-proportionate-response
1205595918	20241015	202410	2024	2024.7808	USA	UNITED STATES	USA																		1	026	026	02	1	4.0	2	1	2	-2.7027027027027	3	Campbell County, Wyoming, United States	US	USWY	WY005	44.2505	-105.551	1605068	0								3	Campbell County, Wyoming, United States	US	USWY		44.2505	-105.551	1605068	20241022151500	https://www.gillettenewsrecord.com/news/local/article_73534574-8d6f-11ef-9a37-636ba1e66277.html
1205595919	20241015	202410	2024	2024.7808	USA	UNITED STATES	USA								COP	TROOPER						COP			1	051	051	05	1	3.4	6	1	6	-5.45454545454545	3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	20241022151500	https://www.vandaliaradio.com/2024/10/22/state-trooper-remembered-with-police-procession/
1205595920	20241021	202410	2024	2024.7973											SDN	DARFUR	SDN								0	190	190	19	4	-10.0	3	1	3	-5.4421768707483	0								4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	20241022151500	https://www.justsecurity.org/104160/early-edition-october-22-2024/
1205595921	20241021	202410	2024	2024.7973	COP	TROOPER						COP													1	017	017	01	1	0.0	2	1	2	-5.45454545454545	3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	0								3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	20241022151500	https://www.vandaliaradio.com/2024/10/22/state-trooper-remembered-with-police-procession/
1205595922	20241021	202410	2024	2024.7973	COP	TROOPER						COP			USA	UNITED STATES	USA								1	017	017	01	1	0.0	4	1	4	-5.45454545454545	3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	20241022151500	https://www.vandaliaradio.com/2024/10/22/state-trooper-remembered-with-police-procession/
1205595923	20241021	202410	2024	2024.7973	COP	TROOPER						COP			USA	UNITED STATES	USA								1	017	017	01	1	0.0	2	1	2	-5.45454545454545	3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20241022151500	https://www.vandaliaradio.com/2024/10/22/state-trooper-remembered-with-police-procession/
1205595924	20241021	202410	2024	2024.7973	PRK	NORTH KOREA	PRK								RUS	RUSSIA	RUS								0	070	070	07	2	7.0	8	1	8	-5.4421768707483	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20241022151500	https://www.justsecurity.org/104160/early-edition-october-22-2024/
1205595925	20241021	202410	2024	2024.7973	PRK	NORTH KOREA	PRK								RUS	RUSSIA	RUS								0	070	070	07	2	7.0	2	1	2	-5.4421768707483	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20241022151500	https://www.justsecurity.org/104160/early-edition-october-22-2024/
1205595926	20241021	202410	2024	2024.7973	RUS	RUSSIAN	RUS								SDN	DARFUR	SDN								0	042	042	04	1	1.9	1	1	1	-5.4421768707483	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	20241022151500	https://www.justsecurity.org/104160/early-edition-october-22-2024/
1205595927	20241021	202410	2024	2024.7973	RUS	RUSSIAN	RUS								SDN	DARFUR	SDN								0	042	042	04	1	1.9	1	1	1	-5.4421768707483	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	1	China	CH	CH		35	105	CH	20241022151500	https://www.justsecurity.org/104160/early-edition-october-22-2024/
1205595928	20241021	202410	2024	2024.7973	RUS	RUSSIAN	RUS								SDN	DARFUR	SDN								0	190	190	19	4	-10.0	1	1	1	-5.4421768707483	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	20241022151500	https://www.justsecurity.org/104160/early-edition-october-22-2024/
1205595929	20241021	202410	2024	2024.7973	RUS	RUSSIAN	RUS								SDN	DARFUR	SDN								0	190	190	19	4	-10.0	1	1	1	-5.4421768707483	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	1	China	CH	CH		35	105	CH	20241022151500	https://www.justsecurity.org/104160/early-edition-october-22-2024/
1205595930	20241021	202410	2024	2024.7973	RUS	RUSSIAN	RUS								SDN	DARFUR	SDN								0	193	193	19	4	-10.0	1	1	1	-5.4421768707483	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	20241022151500	https://www.justsecurity.org/104160/early-edition-october-22-2024/
1205595931	20241021	202410	2024	2024.7973	RUS	RUSSIAN	RUS								SDN	DARFUR	SDN								0	193	193	19	4	-10.0	1	1	1	-5.4421768707483	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	1	China	CH	CH		35	105	CH	20241022151500	https://www.justsecurity.org/104160/early-edition-october-22-2024/
1205595932	20241021	202410	2024	2024.7973	SDN	DARFUR	SDN								RUS	RUSSIAN	RUS								0	043	043	04	1	2.8	1	1	1	-5.4421768707483	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	20241022151500	https://www.justsecurity.org/104160/early-edition-october-22-2024/
1205595933	20241021	202410	2024	2024.7973	SDN	DARFUR	SDN								RUS	RUSSIAN	RUS								0	043	043	04	1	2.8	1	1	1	-5.4421768707483	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	1	China	CH	CH		35	105	CH	20241022151500	https://www.justsecurity.org/104160/early-edition-october-22-2024/
1205595934	20241021	202410	2024	2024.7973	USA	PHILADELPHIA	USA								SPY	OPERATIVE						SPY			0	138	138	13	3	-7.0	2	1	2	-5.4421768707483	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20241022151500	https://www.justsecurity.org/104160/early-edition-october-22-2024/
1205595935	20241021	202410	2024	2024.7973	USA	PHILADELPHIA	USA								SPY	OPERATIVE						SPY			0	138	138	13	3	-7.0	5	1	5	-5.4421768707483	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20241022151500	https://www.justsecurity.org/104160/early-edition-october-22-2024/
1205595936	20241021	202410	2024	2024.7973	USA	PHILADELPHIA	USA								SPY	OPERATIVE						SPY			0	173	173	17	4	-5.0	2	1	2	-5.4421768707483	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Peru	PE	PE		-10	-76	PE	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20241022151500	https://www.justsecurity.org/104160/early-edition-october-22-2024/
1205595937	20241021	202410	2024	2024.7973	USA	PHILADELPHIA	USA								SPY	OPERATIVE						SPY			0	173	173	17	4	-5.0	5	1	5	-5.4421768707483	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	20241022151500	https://www.justsecurity.org/104160/early-edition-october-22-2024/
1205595938	20241021	202410	2024	2024.7973	USACOP	UNITED STATES	USA					COP													1	017	017	01	1	0.0	1	1	1	-5.45454545454545	3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	0								3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	20241022151500	https://www.vandaliaradio.com/2024/10/22/state-trooper-remembered-with-police-procession/
1205595939	20241021	202410	2024	2024.7973	USACOP	UNITED STATES	USA					COP			USA	UNITED STATES	USA								1	017	017	01	1	0.0	1	1	1	-5.45454545454545	3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	20241022151500	https://www.vandaliaradio.com/2024/10/22/state-trooper-remembered-with-police-procession/
