1218547776	20241226	202412	2024	2024.9753	GOV	PRESIDENT						GOV			EDU	PROFESSOR						EDU			1	051	051	05	1	3.4	4	1	4	6.66666666666666	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20250102143000	https://iafrica.com/tributes-pour-in-for-professor-sibusiso-bengu-south-africas-first-democratic-education-minister/
1218547777	20250101	202501	2025	2025.0027	FINGOV	FINLAND	FIN					GOV			FIN	FINLAND	FIN								1	017	017	01	1	0.0	2	1	2	13.6363636363636	1	Finland	FI	FI		64	26	FI	1	Laos	LA	LA		18	105	LA	1	Finland	FI	FI		64	26	FI	20250102143000	https://scandasia.com/tag/finland-and-laos/
1218547778	20250101	202501	2025	2025.0027	FINGOV	FINLAND	FIN					GOV			FIN	FINLAND	FIN								1	017	017	01	1	0.0	6	1	6	13.6363636363636	1	Finland	FI	FI		64	26	FI	1	Laos	LA	LA		18	105	LA	1	Laos	LA	LA		18	105	LA	20250102143000	https://scandasia.com/tag/finland-and-laos/
1218547779	20250101	202501	2025	2025.0027	GOV	MINIST OF INTERNAL AFFAIRS						GOV													1	010	010	01	1	0.0	2	1	2	-13.5135135135135	4	Sarajevo, Federation of Bosnia and Herzegovina, Bosnia-Herzegovina	BK	BK01	6244	43.85	18.3833	-94996	0								4	Sarajevo, Federation of Bosnia and Herzegovina, Bosnia-Herzegovina	BK	BK01	6244	43.85	18.3833	-94996	20250102143000	https://english.republika.mk/balkans/two-people-were-arrested-in-sarajevo-they-planned-a-bomb-attack/
1218547780	20250102	202501	2025	2025.0055											AFR	AFRICA	AFR								1	036	036	03	1	4.0	4	1	4	6.66666666666666	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20250102143000	https://iafrica.com/tributes-pour-in-for-professor-sibusiso-bengu-south-africas-first-democratic-education-minister/
1218547781	20250102	202501	2025	2025.0055											AGR	FARMER						AGR			1	020	020	02	1	3.0	5	1	5	-2.60869565217392	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250102143000	https://www.newindianexpress.com/nation/2025/Jan/02/ask-pm-modi-to-talk-to-protesting-farmers-instead-of-giving-sermons-delhi-cm-atishi-to-bjp
1218547782	20250102	202501	2025	2025.0055											AZE	AZERBAIJAN	AZE								1	060	060	06	2	6.0	10	1	10	3.26086956521739	0								4	Agsu, Agsu, Azerbaijan	AJ	AJ06	504	40.5692	48.3965	-2704690	4	Agsu, Agsu, Azerbaijan	AJ	AJ06	504	40.5692	48.3965	-2704690	20250102143000	https://www.azernews.az/nation/235996.html
1218547783	20250102	202501	2025	2025.0055											BUS	COMPANY						BUS			0	036	036	03	1	4.0	1	1	1	0.69343065693431	0								3	Grass Valley, California, United States	US	USCA		39.2191	-121.061	277525	3	Grass Valley, California, United States	US	USCA		39.2191	-121.061	277525	20250102143000	https://www.theunion.com/news/looking-ahead-at-2025-in-nevada-county/article_a56e8d0e-c6e3-11ef-810e-b7fdcde32385.html
1218547784	20250102	202501	2025	2025.0055											BUS	COMPANIES						BUS			1	040	040	04	1	1.0	10	1	10	2.08333333333333	0								1	Macedonia	MK	MK		41.833333	22	MK	1	Macedonia	MK	MK		41.833333	22	MK	20250102143000	https://english.republika.mk/economy/major-investment-worth-over-350-million-eur-expected-in-2025/
1218547785	20250102	202501	2025	2025.0055											BUS	COMPANY						BUS			1	042	042	04	1	1.9	1	1	1	0.69343065693431	0								3	Grass Valley, California, United States	US	USCA		39.2191	-121.061	277525	3	Grass Valley, California, United States	US	USCA		39.2191	-121.061	277525	20250102143000	https://www.theunion.com/news/looking-ahead-at-2025-in-nevada-county/article_a56e8d0e-c6e3-11ef-810e-b7fdcde32385.html
1218547786	20250102	202501	2025	2025.0055											BUS	INDUSTRY						BUS			1	042	042	04	1	1.9	5	1	5	4.96688741721854	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20250102143000	https://www.yorkpress.co.uk/news/24828616.jen-thewsey-joins-york-minster-chief-financial-officer/
1218547787	20250102	202501	2025	2025.0055											BUS	EMPLOYER						BUS			0	043	043	04	1	2.8	5	1	5	-1.88284518828452	0								4	Rayong, Rayong, Thailand	TH	TH47	26942	12.6685	101.276	-3254080	4	Rayong, Rayong, Thailand	TH	TH47	26942	12.6685	101.276	-3254080	20250102143000	https://thethaiger.com/news/national/woman-searches-for-cambodian-workers-daughter-in-rayong
1218547788	20250102	202501	2025	2025.0055											BUS	AIRLINE						BUS			1	051	051	05	1	3.4	6	1	6	-0.1890359168242	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20250102143000	https://eturbonews.com/qantas-airways-remains-look-out-merger-opportunities/
1218547789	20250102	202501	2025	2025.0055											BUS	INDUSTRY						BUS			0	062	062	06	2	7.4	10	1	10	2.485966319166	0								4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20250102143000	https://www.express.co.uk/travel/articles/1995362/ryanair-British-Airways-airlines-announce-changes-2025
1218547790	20250102	202501	2025	2025.0055											CHE	GENEVA	CHE								1	042	042	04	1	1.9	1	1	1	1.04166666666667	0								3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250102143000	https://www.ideastream.org/arts-culture/2025-01-02/5-things-to-do-in-neo-first-friday-in-canton-vintage-market-in-cleveland-and-more
1218547791	20250102	202501	2025	2025.0055											CHE	GENEVA	CHE								1	042	042	04	1	1.9	1	1	1	1.04166666666667	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250102143000	https://www.ideastream.org/arts-culture/2025-01-02/5-things-to-do-in-neo-first-friday-in-canton-vintage-market-in-cleveland-and-more
1218547792	20250102	202501	2025	2025.0055											CHRPRO166	CHURCH OF THE BRETHREN				CHR	PRO				0	036	036	03	1	4.0	10	1	10	3.80952380952381	0								0								0								20250102143000	https://lancasteronline.com/features/entertainment/5-events-in-lancaster-county-this-weekend-from-a-holiday-themed-food-tour-to-epiphany/article_5332f954-be18-11ef-b486-b7b6e9c45f7b.html
1218547793	20250102	202501	2025	2025.0055											COP	PRISON						COP			1	111	111	11	3	-2.0	10	1	10	-7.87878787878788	0								1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20250102143000	https://www.express.co.uk/news/politics/1995393/labour-migration-plan-people-smugglers
1218547794	20250102	202501	2025	2025.0055											COP	POLICE						COP			0	112	112	11	3	-2.0	4	1	4	-8.0068143100511	0								5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20250102143000	https://www.ibtimes.co.in/pmk-leader-sowmiya-anbumani-arrested-during-protest-against-anna-university-sexual-assault-877439
1218547795	20250102	202501	2025	2025.0055											COP	PRISON						COP			1	172	172	17	4	-5.0	10	1	10	-7.87878787878788	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20250102143000	https://www.express.co.uk/news/politics/1995393/labour-migration-plan-people-smugglers
1218547796	20250102	202501	2025	2025.0055											COP	PRISON						COP			0	173	173	17	4	-5.0	3	1	3	-7.77096114519428	0								3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	20250102143000	https://kxel.com/2025/01/02/kxel-morning-news-for-thu-jan-02-2025/
1218547797	20250102	202501	2025	2025.0055											CRM	GANG						CRM			0	042	042	04	1	1.9	8	1	8	-7.87878787878788	0								1	France	FR	FR		46	2	FR	1	United Kingdom	UK	UK		54	-4	UK	20250102143000	https://www.express.co.uk/news/politics/1995393/labour-migration-plan-people-smugglers
1218547798	20250102	202501	2025	2025.0055											DEU	GERMANY	DEU								0	051	051	05	1	3.4	1	1	1	-1.81470869149953	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250102143000	https://www.austinchronicle.com/news/2025-01-03/headlines-quote-of-the-week/
1218547799	20250102	202501	2025	2025.0055											EDU	STUDENT						EDU			1	100	100	10	3	-5.0	5	1	5	0.83333333333333	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250102143000	https://pragativadi.com/nsui-urges-pm-modi-to-name-central-university-after-manmohan-singh/
1218547800	20250102	202501	2025	2025.0055											EDU	UNIVERSITY						EDU			1	141	141	14	3	-6.5	12	1	6	-8.0068143100511	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20250102143000	https://www.ibtimes.co.in/pmk-leader-sowmiya-anbumani-arrested-during-protest-against-anna-university-sexual-assault-877439
1218547801	20250102	202501	2025	2025.0055											EDU	UNIVERSITY						EDU			1	141	141	14	3	-6.5	6	1	6	-8.0068143100511	0								5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20250102143000	https://www.ibtimes.co.in/pmk-leader-sowmiya-anbumani-arrested-during-protest-against-anna-university-sexual-assault-877439
1218547802	20250102	202501	2025	2025.0055											EDU	STUDENT						EDU			0	173	173	17	4	-5.0	10	1	10	-8.0068143100511	0								5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20250102143000	https://www.ibtimes.co.in/pmk-leader-sowmiya-anbumani-arrested-during-protest-against-anna-university-sexual-assault-877439
1218547803	20250102	202501	2025	2025.0055											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	6	1	6	6.31067961165049	0								4	Glenapp Castle, South Ayrshire, United Kingdom	UK	UKW4	40176	55.0667	-4.98333	-2597079	4	Glenapp Castle, South Ayrshire, United Kingdom	UK	UKW4	40176	55.0667	-4.98333	-2597079	20250102143000	https://lady.co.uk/win-luxurious-stay-glenapp-castle
1218547804	20250102	202501	2025	2025.0055											GOV	STATE OFFICIAL						GOV			1	036	036	03	1	4.0	10	1	10	3.5	0								4	Portsudan, Al Ba?r al A?mar, Sudan	SU	SU36	37095	19.6158	37.2164	-4213	4	Portsudan, Al Ba?r al A?mar, Sudan	SU	SU36	37095	19.6158	37.2164	-4213	20250102143000	https://allafrica.com/stories/202501020206.html
1218547805	20250102	202501	2025	2025.0055											GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	6	1	6	-0.72727272727273	0								1	Macedonia	MK	MK		41.833333	22	MK	1	Macedonia	MK	MK		41.833333	22	MK	20250102143000	https://english.republika.mk/macedonia/president-siljanovska-discussed-eu-integration-and-the-fight-against-corruption-in-her-address-before-the-parliament/
1218547806	20250102	202501	2025	2025.0055											GOV	AUTHORITIES						GOV			0	043	043	04	1	2.8	2	1	2	-2.64550264550265	0								4	Haridwar, Uttaranchal, India	IN	IN39	70284	29.9667	78.1667	-2097190	4	Haridwar, Uttaranchal, India	IN	IN39	70284	29.9667	78.1667	-2097190	20250102143000	https://www.hindustantimes.com/india-news/empty-gas-cylinder-found-near-rail-track-in-ups-kanpur-probe-on-101735825469376.html
1218547807	20250102	202501	2025	2025.0055											GOV	AUTHORITIES						GOV			0	043	043	04	1	2.8	3	1	3	-2.64550264550265	0								4	Tapri, Uttar Pradesh, India	IN	IN36	17936	29.9167	77.5833	-2112675	4	Tapri, Uttar Pradesh, India	IN	IN36	17936	29.9167	77.5833	-2112675	20250102143000	https://www.hindustantimes.com/india-news/empty-gas-cylinder-found-near-rail-track-in-ups-kanpur-probe-on-101735825469376.html
1218547808	20250102	202501	2025	2025.0055											GOV	GOVERNOR						GOV			0	046	046	04	1	7.0	4	1	4	-8.0068143100511	0								5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20250102143000	https://www.ibtimes.co.in/pmk-leader-sowmiya-anbumani-arrested-during-protest-against-anna-university-sexual-assault-877439
1218547809	20250102	202501	2025	2025.0055											GOV	CABINET						GOV			1	046	046	04	1	7.0	2	1	2	2.7027027027027	0								4	Tirupati, Andhra Pradesh, India	IN	IN02	17561	13.65	79.4167	-2113256	4	Amaravati, Tamil Nadu, India	IN	IN25	17882	10.0167	78.7833	-2088586	20250102143000	https://www.yovizag.com/students-in-andhra-pradesh-to-get-rs-15000-financial-aid-from-next-year/
1218547810	20250102	202501	2025	2025.0055											GOV	CABINET						GOV			1	046	046	04	1	7.0	8	1	8	2.7027027027027	0								4	Tirupati, Andhra Pradesh, India	IN	IN02	17561	13.65	79.4167	-2113256	4	Tirupati, Andhra Pradesh, India	IN	IN02	17561	13.65	79.4167	-2113256	20250102143000	https://www.yovizag.com/students-in-andhra-pradesh-to-get-rs-15000-financial-aid-from-next-year/
1218547811	20250102	202501	2025	2025.0055											GOV	GOVERNMENT						GOV			1	080	080	08	2	5.0	6	1	6	-0.73637702503682	0								4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	20250102143000	https://www.governing.com/magazine/where-states-place-their-capitals-changes-how-theyre-governed
1218547812	20250102	202501	2025	2025.0055											GOV	GOVERNMENT						GOV			0	141	141	14	3	-6.5	10	1	10	-7.52351097178683	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20250102143000	https://newstodaynet.com/2025/01/02/dmk-men-behind-rising-sexual-crimes-against-women-annamalai/
1218547813	20250102	202501	2025	2025.0055											GOV	FIRE BRIGADE						GOV			0	190	190	19	4	-10.0	10	1	10	-7.64872521246459	0								4	Faridabad, Haryana, India	IN	IN10	70265	28.4333	77.3167	-2095578	4	Faridabad, Haryana, India	IN	IN10	70265	28.4333	77.3167	-2095578	20250102143000	https://www.hindustantimes.com/india-news/maharashtra-mother-son-duo-murdered-in-thane-house-two-19-year-olds-arrested-101735825627126.html
1218547814	20250102	202501	2025	2025.0055											GOV	FIRE CHIEF						GOV			0	190	190	19	4	-10.0	3	1	3	0.66518847006652	0								3	Ashtabula, Ohio, United States	US	USOH	OH007	41.8651	-80.7898	1048468	3	Ashtabula, Ohio, United States	US	USOH	OH007	41.8651	-80.7898	1048468	20250102143000	https://www.meadvilletribune.com/news/dorset-farm-continues-on-path-to-recovery-after-fire/article_70f582a7-65a1-5a1b-9983-d9a98e6f77d1.html
1218547815	20250102	202501	2025	2025.0055											GOVMED	STATE NEWS AGENCY						GOV	MED		1	046	046	04	1	7.0	5	1	5	5.14705882352941	0								1	Macedonia	MK	MK		41.833333	22	MK	1	Macedonia	MK	MK		41.833333	22	MK	20250102143000	https://english.republika.mk/macedonia/mickoski-im-prepared-to-talk-about-national-unification-at-any-moment/
1218547816	20250102	202501	2025	2025.0055											HLH	NURSE						HLH			1	017	017	01	1	0.0	2	1	2	1.70454545454545	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250102143000	https://www.longfordleader.ie/news/local-news/1691166/longford-bids-farewell-to-a-very-caring-nurse-who-always-warmed-the-coldest-of-hearts.html
1218547817	20250102	202501	2025	2025.0055											HLH	SURGEON						HLH			0	036	036	03	1	4.0	10	1	10	3.28253223915592	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250102143000	https://www.collegenews.com/article/the-best-career-paths-for-medical-graduates/
1218547818	20250102	202501	2025	2025.0055											HLH	DOCTOR						HLH			1	042	042	04	1	1.9	2	1	2	-5.81395348837209	0								4	Balotra, Rajasthan, India	IN	IN24	17837	25.8333	72.2333	-2089980	4	Balotra, Rajasthan, India	IN	IN24	17837	25.8333	72.2333	-2089980	20250102143000	https://www.hindustantimes.com/india-news/subinspector-dies-of-heart-attack-during-morning-walk-in-jodhpur-101735826034491.html
1218547819	20250102	202501	2025	2025.0055											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	10	1	10	2.8169014084507	0								3	Maple Grove, Minnesota, United States	US	USMN		45.0725	-93.4558	647465	3	Maple Grove, Minnesota, United States	US	USMN		45.0725	-93.4558	647465	20250102143000	https://www.willmarradio.com/news/baby-born-in-maple-grove-apparently-the-first-of-the-new-year-in-minnesota/article_6d129acc-c90e-11ef-8b25-774c7f7c7163.html
1218547820	20250102	202501	2025	2025.0055											HLH	HOSPITAL						HLH			1	046	046	04	1	7.0	5	1	5	-7.52941176470589	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250102143000	https://www.express.co.uk/news/world/1995334/norovirus-outbreak-cruise-ship-passengers
1218547821	20250102	202501	2025	2025.0055											HLH	HOSPITAL						HLH			1	0841	084	08	2	7.0	5	1	5	0	0								3	Callaway County, Missouri, United States	US	USMO		38.8667	-91.9002	758468	3	Callaway County, Missouri, United States	US	USMO		38.8667	-91.9002	758468	20250102143000	https://www.komu.com/news/midmissourinews/heres-what-you-need-to-know-thursday-jan-2/article_4b6f6c5e-c8ac-11ef-9054-d751185b6743.html
1218547822	20250102	202501	2025	2025.0055											HUN	HUNGARIAN	HUN								1	046	046	04	1	7.0	5	1	5	4.57746478873239	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20250102143000	https://www.theartsdesk.com/classical-music/davis-national-symphony-orchestra-maloney-national-concert-hall-dublin-review
1218547823	20250102	202501	2025	2025.0055											IGOSEAASN	ASEAN	SEA	ASN				IGO			0	042	042	04	1	1.9	10	1	10	10.0208768267224	0								4	Vientiane, (LA11), Laos	LA	LA11	27147	17.9667	102.6	-2669740	4	Vientiane, (LA11), Laos	LA	LA11	27147	17.9667	102.6	-2669740	20250102143000	https://www.thestar.com.my/aseanplus/aseanplus-news/2025/01/02/lao-heritage-shines-during-spectacular-new-year-celebration
1218547824	20250102	202501	2025	2025.0055											IND	HARYANA	IND								0	036	036	03	1	4.0	1	1	1	-3.61757105943152	0								4	Alipur, West Bengal, India	IN	IN28	70294	22.5303	88.3342	-2088498	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250102143000	https://aninews.in/news/national/general-news/nitin-gadkari-announces-rs-12500-crore-to-improve-delhis-infrastructure-and-reduce-pollution20250102193359/
1218547825	20250102	202501	2025	2025.0055											IND	DELHI	IND								0	036	036	03	1	4.0	1	1	1	-3.61757105943152	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250102143000	https://aninews.in/news/national/general-news/nitin-gadkari-announces-rs-12500-crore-to-improve-delhis-infrastructure-and-reduce-pollution20250102193359/
1218547826	20250102	202501	2025	2025.0055											IND	DELHI	IND								0	036	036	03	1	4.0	3	1	3	-3.61757105943152	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Dehradun, Uttaranchal, India	IN	IN39	70287	30.3167	78.0333	-2094211	20250102143000	https://aninews.in/news/national/general-news/nitin-gadkari-announces-rs-12500-crore-to-improve-delhis-infrastructure-and-reduce-pollution20250102193359/
1218547827	20250102	202501	2025	2025.0055											IND	RAJASTHAN	IND								0	036	036	03	1	4.0	5	1	5	-3.61757105943152	0								4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	4	Dehradun, Uttaranchal, India	IN	IN39	70287	30.3167	78.0333	-2094211	20250102143000	https://aninews.in/news/national/general-news/nitin-gadkari-announces-rs-12500-crore-to-improve-delhis-infrastructure-and-reduce-pollution20250102193359/
1218547828	20250102	202501	2025	2025.0055											IND	JODHPUR	IND								1	042	042	04	1	1.9	1	1	1	-5.81395348837209	0								4	Balotra, Rajasthan, India	IN	IN24	17837	25.8333	72.2333	-2089980	4	Balotra, Rajasthan, India	IN	IN24	17837	25.8333	72.2333	-2089980	20250102143000	https://www.hindustantimes.com/india-news/subinspector-dies-of-heart-attack-during-morning-walk-in-jodhpur-101735826034491.html
1218547829	20250102	202501	2025	2025.0055											IND	MAHARASHTRA	IND								0	043	043	04	1	2.8	2	1	2	-7.64872521246459	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	20250102143000	https://www.hindustantimes.com/india-news/maharashtra-mother-son-duo-murdered-in-thane-house-two-19-year-olds-arrested-101735825627126.html
1218547830	20250102	202501	2025	2025.0055											IND	MAHARASHTRA	IND								0	043	043	04	1	2.8	3	1	3	-7.64872521246459	0								4	Faridabad, Haryana, India	IN	IN10	70265	28.4333	77.3167	-2095578	4	Faridabad, Haryana, India	IN	IN10	70265	28.4333	77.3167	-2095578	20250102143000	https://www.hindustantimes.com/india-news/maharashtra-mother-son-duo-murdered-in-thane-house-two-19-year-olds-arrested-101735825627126.html
1218547831	20250102	202501	2025	2025.0055											IND	TAMIL NADU	IND								0	112	112	11	3	-2.0	2	1	2	-8.0068143100511	0								5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20250102143000	https://www.ibtimes.co.in/pmk-leader-sowmiya-anbumani-arrested-during-protest-against-anna-university-sexual-assault-877439
1218547832	20250102	202501	2025	2025.0055											IND	DELHI	IND								0	180	180	18	4	-9.0	2	1	2	-8.0068143100511	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250102143000	https://www.ibtimes.co.in/pmk-leader-sowmiya-anbumani-arrested-during-protest-against-anna-university-sexual-assault-877439
1218547833	20250102	202501	2025	2025.0055											IND	DELHI	IND								0	180	180	18	4	-9.0	4	1	4	-8.0068143100511	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20250102143000	https://www.ibtimes.co.in/pmk-leader-sowmiya-anbumani-arrested-during-protest-against-anna-university-sexual-assault-877439
1218547834	20250102	202501	2025	2025.0055											INDCOP	TAMIL NADU	IND					COP			0	112	112	11	3	-2.0	2	1	2	-8.0068143100511	0								5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20250102143000	https://www.ibtimes.co.in/pmk-leader-sowmiya-anbumani-arrested-during-protest-against-anna-university-sexual-assault-877439
