1218680491	20240104	202401	2024	2024.0110	ESPMED	SPANISH	ESP					MED													1	1722	172	17	4	-5.0	3	1	3	-3.66666666666666	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20250103111500	https://www.euronews.com/2025/01/03/venezuela-offers-97000-reward-for-whereabouts-of-exiled-opposition-candidate
1218680492	20240104	202401	2024	2024.0110	IGOUNOGOV	UNITED NATIONS		UNO				IGO	GOV		SOM	SOMALIA	SOM								0	030	030	03	1	4.0	6	1	6	0.80645161290323	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Doolow, Gedo, Somalia	SO	SO06	25683	4.16639	42.0786	-3220324	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	20250103111500	https://www.barrons.com/news/ethiopia-backs-new-peacekeeping-force-in-somalia-0159ce6b
1218680493	20240104	202401	2024	2024.0110	IGOUNOGOV	UNITED NATIONS		UNO				IGO	GOV		SOM	SOMALIA	SOM								0	030	030	03	1	4.0	4	1	4	0.80645161290323	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	20250103111500	https://www.barrons.com/news/ethiopia-backs-new-peacekeeping-force-in-somalia-0159ce6b
1218680494	20241204	202412	2024	2024.9151	CHN	BEIJING	CHN								KOR	SEOUL	KOR								0	046	046	04	1	7.0	8	1	8	-1.7353579175705	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250103111500	https://www.koreaherald.com:443/article/10382604
1218680495	20241204	202412	2024	2024.9151	CHN	BEIJING	CHN								KOR	SEOUL	KOR								0	046	046	04	1	7.0	2	1	2	-1.7353579175705	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20250103111500	https://www.koreaherald.com:443/article/10382604
1218680496	20241204	202412	2024	2024.9151	GBR	LONDON	GBR																		0	172	172	17	4	-5.0	1	1	1	-5.48926014319809	4	Tartus, Tartus, Syria	SY	SY14	26378	34.889	35.8866	-2548614	0								4	Tartus, Tartus, Syria	SY	SY14	26378	34.889	35.8866	-2548614	20250103111500	https://www.jewishpress.com/news/middle-east/syria/uk-press-reports-exiled-president-bashar-al-assad-survived-poisoning-assassination/2025/01/03/
1218680497	20241204	202412	2024	2024.9151	GBR	UNITED KINGDOM	GBR								GOV	PRESIDENT						GOV			0	172	172	17	4	-5.0	1	1	1	-5.48926014319809	4	Tartus, Tartus, Syria	SY	SY14	26378	34.889	35.8866	-2548614	4	Tartus, Tartus, Syria	SY	SY14	26378	34.889	35.8866	-2548614	4	Tartus, Tartus, Syria	SY	SY14	26378	34.889	35.8866	-2548614	20250103111500	https://www.jewishpress.com/news/middle-east/syria/uk-press-reports-exiled-president-bashar-al-assad-survived-poisoning-assassination/2025/01/03/
1218680498	20241204	202412	2024	2024.9151	GBR	UNITED KINGDOM	GBR								SYRGOV	BASHAR AL ASSAD	SYR					GOV			0	172	172	17	4	-5.0	3	1	3	-5.48926014319809	1	United Kingdom	UK	UK		54	-4	UK	4	Tartus, Tartus, Syria	SY	SY14	26378	34.889	35.8866	-2548614	1	United Kingdom	UK	UK		54	-4	UK	20250103111500	https://www.jewishpress.com/news/middle-east/syria/uk-press-reports-exiled-president-bashar-al-assad-survived-poisoning-assassination/2025/01/03/
1218680499	20241204	202412	2024	2024.9151	GBR	LONDON	GBR								SYRGOV	BASHAR AL ASSAD	SYR					GOV			0	172	172	17	4	-5.0	1	1	1	-5.48926014319809	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250103111500	https://www.jewishpress.com/news/middle-east/syria/uk-press-reports-exiled-president-bashar-al-assad-survived-poisoning-assassination/2025/01/03/
1218680500	20241204	202412	2024	2024.9151	JPN	JAPAN	JPN								KOR	SOUTH KOREA	KOR								0	046	046	04	1	7.0	2	1	2	-1.7353579175705	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250103111500	https://www.koreaherald.com:443/article/10382604
1218680501	20241204	202412	2024	2024.9151	JPN	TOKYO	JPN								KOR	SEOUL	KOR								0	046	046	04	1	7.0	6	1	6	-1.7353579175705	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250103111500	https://www.koreaherald.com:443/article/10382604
1218680502	20241204	202412	2024	2024.9151	JPN	TOKYO	JPN								KOR	SEOUL	KOR								0	046	046	04	1	7.0	2	1	2	-1.7353579175705	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20250103111500	https://www.koreaherald.com:443/article/10382604
1218680503	20241204	202412	2024	2024.9151	KOR	SEOUL	KOR								CHN	BEIJING	CHN								0	046	046	04	1	7.0	2	1	2	-1.7353579175705	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20250103111500	https://www.koreaherald.com:443/article/10382604
1218680504	20241204	202412	2024	2024.9151	KOR	SEOUL	KOR								CHN	BEIJING	CHN								0	046	046	04	1	7.0	8	1	8	-1.7353579175705	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250103111500	https://www.koreaherald.com:443/article/10382604
1218680505	20241204	202412	2024	2024.9151	KOR	SEOUL	KOR								JPN	TOKYO	JPN								0	046	046	04	1	7.0	2	1	2	-1.7353579175705	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20250103111500	https://www.koreaherald.com:443/article/10382604
1218680506	20241204	202412	2024	2024.9151	KOR	SOUTH KOREA	KOR								JPN	JAPAN	JPN								0	046	046	04	1	7.0	2	1	2	-1.7353579175705	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250103111500	https://www.koreaherald.com:443/article/10382604
1218680507	20241204	202412	2024	2024.9151	KOR	SEOUL	KOR								JPN	TOKYO	JPN								0	046	046	04	1	7.0	6	1	6	-1.7353579175705	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250103111500	https://www.koreaherald.com:443/article/10382604
1218680508	20241204	202412	2024	2024.9151	MDA	MOLDOVAN	MDA								RUS	MOSCOW	RUS								0	1724	172	17	4	-5.0	6	1	6	-2.7979274611399	4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	20250103111500	https://subscription.ukrweekly.com/2025/01/end-of-russian-gas-transit-a-defeat-for-moscow-zelenskyy-says/
1218680509	20241204	202412	2024	2024.9151	MDA	MOLDOVAN	MDA								RUS	MOSCOW	RUS								0	1724	172	17	4	-5.0	4	1	4	-2.7979274611399	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	20250103111500	https://subscription.ukrweekly.com/2025/01/end-of-russian-gas-transit-a-defeat-for-moscow-zelenskyy-says/
1218680510	20241204	202412	2024	2024.9151	MDA	MOLDOVAN	MDA								UKR	KYIV	UKR								0	1724	172	17	4	-5.0	6	1	6	-2.7979274611399	4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	20250103111500	https://subscription.ukrweekly.com/2025/01/end-of-russian-gas-transit-a-defeat-for-moscow-zelenskyy-says/
1218680511	20241204	202412	2024	2024.9151	MDA	MOLDOVAN	MDA								UKR	KYIV	UKR								0	1724	172	17	4	-5.0	4	1	4	-2.7979274611399	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	20250103111500	https://subscription.ukrweekly.com/2025/01/end-of-russian-gas-transit-a-defeat-for-moscow-zelenskyy-says/
1218680512	20241227	202412	2024	2024.9781	GOV	MINIST						GOV			LAB	EMPLOYEE						LAB			0	046	046	04	1	7.0	8	1	8	-1.44927536231884	4	Port Victoria, Seychelles (general), Seychelles	SE	SE00	61259	-4.61667	55.45	-1322723	4	Port Victoria, Seychelles (general), Seychelles	SE	SE00	61259	-4.61667	55.45	-1322723	4	Port Victoria, Seychelles (general), Seychelles	SE	SE00	61259	-4.61667	55.45	-1322723	20250103111500	https://eturbonews.com/cruise-ships-banned-for-two-years-to-avoid-second-covid-19-outbreak/
1218680513	20241227	202412	2024	2024.9781	HLH	HOSPITAL						HLH													1	080	080	08	2	5.0	80	8	80	-3.74135408298543	0								0								0								20250103111500	https://www.tivysideadvertiser.co.uk/news/national/24830744.number-people-hospital-flu-rising-concerning-rate/
1218680514	20241227	202412	2024	2024.9781	KORGOV	S. KOREA	KOR					GOV			KOR	SEOUL	KOR								1	040	040	04	1	1.0	4	1	4	-1.7353579175705	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20250103111500	https://www.koreaherald.com:443/article/10382604
1218680515	20241227	202412	2024	2024.9781	KORGOV	S. KOREA	KOR					GOV			KOR	SEOUL	KOR								1	040	040	04	1	1.0	1	1	1	-1.7353579175705	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250103111500	https://www.koreaherald.com:443/article/10382604
1218680516	20241227	202412	2024	2024.9781	SPY	INTELLIGENCE						SPY			UAF	TERRORIST						UAF			1	190	190	19	4	-10.0	10	1	10	-4.81099656357389	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250103111500	https://www.brecorder.com/news/40340926/national-interest-is-supreme-pm-shehbaz-vows-united-front-against-terrorism
1218680517	20241227	202412	2024	2024.9781	SYCGOV	SEYCHELLES	SYC					GOV			SYC	SEYCHELLES	SYC								0	046	046	04	1	7.0	2	1	2	-1.44927536231884	4	Port Victoria, Seychelles (general), Seychelles	SE	SE00	61259	-4.61667	55.45	-1322723	4	Port Victoria, Seychelles (general), Seychelles	SE	SE00	61259	-4.61667	55.45	-1322723	4	Port Victoria, Seychelles (general), Seychelles	SE	SE00	61259	-4.61667	55.45	-1322723	20250103111500	https://eturbonews.com/cruise-ships-banned-for-two-years-to-avoid-second-covid-19-outbreak/
1218680518	20250103	202501	2025	2025.0082											AUS	VICTORIA	AUS								1	046	046	04	1	7.0	12	1	6	4.97076023391813	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250103111500	https://eturbonews.com/cunard-uncorks-line-up-of-speakers-for-2019-wine-voyage/
1218680519	20250103	202501	2025	2025.0082											AUS	VICTORIA	AUS								1	173	173	17	4	-5.0	6	1	6	7.06521739130435	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250103111500	https://www.ok.co.uk/royal/prince-george-could-britains-tallest-34401525
1218680520	20250103	202501	2025	2025.0082											BEL	BELGIAN	BEL								1	046	046	04	1	7.0	10	1	10	-0.50761421319797	0								4	Anderlecht, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8363	4.30571	-1953193	4	Anderlecht, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8363	4.30571	-1953193	20250103111500	http://insidefutbol.com/2025/01/03/aston-villa-out-on-loan-star-more-likely-to-make-permanent-move-in-summer/669361/
1218680521	20250103	202501	2025	2025.0082											BGD	BANGLADESH	BGD								1	063	063	06	2	7.4	10	1	10	-6.25	0								1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20250103111500	https://theprint.in/india/police-deports-two-bangladeshi-immigrants-staying-illegally-in-delhi/2429276/
1218680522	20250103	202501	2025	2025.0082											BGD	BANGLADESH	BGD								1	0841	084	08	2	7.0	10	1	10	-6.25	0								1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20250103111500	https://theprint.in/india/police-deports-two-bangladeshi-immigrants-staying-illegally-in-delhi/2429276/
1218680523	20250103	202501	2025	2025.0082											BUS	BUSINESS						BUS			1	042	042	04	1	1.9	4	1	4	-1.81136789506559	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20250103111500	https://www.flcourier.com/news/busy-and-full-highlights-of-carter-s-life/article_f87a7faa-c9a7-11ef-822b-3b189807ea5f.html
1218680524	20250103	202501	2025	2025.0082											BUS	INDUSTRY						BUS			1	046	046	04	1	7.0	10	1	10	-1.43442622950819	0								1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20250103111500	https://www.suasnews.com/2025/01/commerce-department-announces-new-rules-to-secure-drone-supply-chain/
1218680525	20250103	202501	2025	2025.0082											BUS	COMPANIES						BUS			1	051	051	05	1	3.4	10	1	10	3.86643233743409	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20250103111500	https://bravenewcoin.com/insights/singapore-emerges-as-asias-leading-cryptocurrency-hub-with-risk-adjusted-regulations
1218680526	20250103	202501	2025	2025.0082											BUS	COMPANY						BUS			0	060	060	06	2	6.0	5	1	5	1.05162523900574	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20250103111500	https://www.marketscreener.com/quote/stock/CBRE-GROUP-INC-9823294/news/CBRE-Group-Completes-Turner-Townsend-Project-Management-Combination-Vincent-Clancy-Joins-CBRE-Boa-48680212/
1218680527	20250103	202501	2025	2025.0082											BUS	INDUSTRY						BUS			0	062	062	06	2	7.4	6	1	6	4.86223662884927	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20250103111500	https://eturbonews.com/everyones-here-collaboration-and-connections-at-imex-america/
1218680528	20250103	202501	2025	2025.0082											BUS	BUSINESS						BUS			1	0841	084	08	2	7.0	3	1	3	-0.56179775280899	0								4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20250103111500	https://www.euronews.com/culture/2025/01/03/rosita-missoni-matriarch-of-fashion-house-beyond-iconic-zigzag-knitwear-dies-aged-93
1218680529	20250103	202501	2025	2025.0082											BUS	BUSINESS						BUS			1	0841	084	08	2	7.0	4	1	4	-0.56179775280899	0								1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20250103111500	https://www.euronews.com/culture/2025/01/03/rosita-missoni-matriarch-of-fashion-house-beyond-iconic-zigzag-knitwear-dies-aged-93
1218680530	20250103	202501	2025	2025.0082											CHN	CHINESE	CHN								0	036	036	03	1	4.0	2	1	2	1.55038759689922	0								1	India	IN	IN		20	77	IN	1	China	CH	CH		35	105	CH	20250103111500	https://www.gizbot.com/mobile/news/oppo-reno13-reno13-pro-launch-date-in-india-confirmed-check-full-specifications-and-expected-price-107865.html
1218680531	20250103	202501	2025	2025.0082											CHN	CHINA	CHN								0	043	043	04	1	2.8	2	1	2	-1.8796992481203	0								1	China	CH	CH		35	105	CH	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	20250103111500	https://www.jewishpress.com/news/middle-east/yemen/alarms-in-jerusalem-and-central-israel-following-missile-launched-from-yemen/2025/01/03/
1218680532	20250103	202501	2025	2025.0082											CHN	CHINA	CHN								1	046	046	04	1	7.0	4	1	4	-5.87138863000932	0								1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20250103111500	https://www.euronews.com/health/2025/01/03/five-years-after-covid-appeared-mysteries-remain-heres-what-we-know
1218680533	20250103	202501	2025	2025.0082											CHRCTH	CATHOLIC				CHR	CTH				0	190	190	19	4	-10.0	4	1	4	-2.93724966622163	0								3	The White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	The White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250103111500	https://www.jewishpress.com/indepth/columns/daniel-greenfield/the-new-year/2025/01/03/
1218680534	20250103	202501	2025	2025.0082											CHRCTH	CATHOLIC				CHR	CTH				0	190	190	19	4	-10.0	6	1	6	-2.93724966622163	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250103111500	https://www.jewishpress.com/indepth/columns/daniel-greenfield/the-new-year/2025/01/03/
1218680535	20250103	202501	2025	2025.0082											COP	PRISON						COP			0	042	042	04	1	1.9	2	1	2	-5.60538116591928	0								4	Saydnaya, Rif Dimashq, Syria	SY	SY08	26333	33.6977	36.373	-2547239	4	Saydnaya, Rif Dimashq, Syria	SY	SY08	26333	33.6977	36.373	-2547239	20250103111500	https://www.dailysabah.com/world/syrian-crisis/top-european-diplomats-cross-bridges-with-syrias-leader-al-sharaa
1218680536	20250103	202501	2025	2025.0082											COP	PRISON						COP			0	112	112	11	3	-2.0	2	1	2	-10.0990099009901	0								3	Anaehoomalu, Hawaii, United States	US	USHI	HI001	19.9169	-155.89	365068	3	Anaehoomalu, Hawaii, United States	US	USHI	HI001	19.9169	-155.89	365068	20250103111500	https://www.hawaiitribune-herald.com/2025/01/03/hawaii-news/hilo-man-pleads-no-contest-to-abduction-sex-assault-of-minor/
1218680537	20250103	202501	2025	2025.0082											COP	PRISON						COP			0	112	112	11	3	-2.0	8	1	8	-10.0990099009901	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20250103111500	https://www.hawaiitribune-herald.com/2025/01/03/hawaii-news/hilo-man-pleads-no-contest-to-abduction-sex-assault-of-minor/
1218680538	20250103	202501	2025	2025.0082											COP	POLICE						COP			1	190	190	19	4	-10.0	10	1	10	-6.5	0								4	Kitale, Rift Valley, Kenya	KE	KE08	18585	1.01573	35.0062	-2251564	4	Kitale, Rift Valley, Kenya	KE	KE08	18585	1.01573	35.0062	-2251564	20250103111500	https://www.capitalfm.co.ke/news/2025/01/10-people-killed-in-accident-along-eldoret-kitale-road/
1218680539	20250103	202501	2025	2025.0082											CVL	VILLAGER						CVL			1	051	051	05	1	3.4	5	1	5	1.9650655021834	0								1	Gambia	GA	GA		13.5	-15.5	GA	1	Gambia	GA	GA		13.5	-15.5	GA	20250103111500	https://thepoint.gm/africa/gambia/national-news/diaspora-club-to-build-maternity-ward-in-chamen-nianija-2
1218680540	20250103	202501	2025	2025.0082											CVL	VILLAGE						CVL			1	190	190	19	4	-10.0	8	1	8	-2.61348005502063	0								4	Rohar Jagir, Punjab, India	IN	IN23	17831	30.1177	76.5306	10448061	4	Patiala, Punjab, India	IN	IN23	17831	30.3267	76.4003	-2107479	20250103111500	https://www.downtoearth.org.in/agriculture/commons-in-crisis
1218680541	20250103	202501	2025	2025.0082											DEU	GERMAN	DEU								0	130	130	13	3	-4.4	2	1	2	1.01608806096528	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20250103111500	https://www.dailymail.co.uk/news/article-14246689/Modern-life-staples-professor-century-ago.html
1218680542	20250103	202501	2025	2025.0082											EDU	SCHOOL						EDU			0	051	051	05	1	3.4	4	1	4	6.35208711433757	0								4	Ivanka, L'vivs'ka Oblast', Ukraine	UP	UP15	24377	50.3	23.7667	-1040301	4	Ivanka, L'vivs'ka Oblast', Ukraine	UP	UP15	24377	50.3	23.7667	-1040301	20250103111500	https://subscription.ukrweekly.com/2025/01/dr-george-and-roma-temnycky-and-family-pledge-250000-to-create-associate-professor-endowment-at-ucu/
1218680543	20250103	202501	2025	2025.0082											EDU	SCHOOL						EDU			0	051	051	05	1	3.4	6	1	6	6.35208711433757	0								4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	20250103111500	https://subscription.ukrweekly.com/2025/01/dr-george-and-roma-temnycky-and-family-pledge-250000-to-create-associate-professor-endowment-at-ucu/
