1215465125	20241113	202411	2024	2024.8575	IGOUNO	THE UN		UNO				IGO			IGOUNOWFP	WORLD FOOD PROGRAM		UNO				IGO			0	060	060	06	2	6.0	10	1	10	-3.36700336700337	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20241213133000	https://www.aljazeera.com/news/2024/12/13/celebration-in-damascus-as-world-leaders-discuss-challenges-facing-syria
1215465126	20241113	202411	2024	2024.8575	MIL	NAVY						MIL													0	015	015	01	1	0.0	10	1	10	0.47086521483225	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20241213133000	https://www.courant.com/2024/12/13/defense-bill-includes-incremental-funding-for-a-second-submarine/
1215465127	20241113	202411	2024	2024.8575	MIL	NAVY						MIL			USA	VIRGINIA	USA								0	020	020	02	1	3.0	10	1	10	0.47086521483225	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20241213133000	https://www.courant.com/2024/12/13/defense-bill-includes-incremental-funding-for-a-second-submarine/
1215465128	20241113	202411	2024	2024.8575	OPP	ACTIVIST						OPP			FRA	PARIS	FRA								0	141	141	14	3	-6.5	5	1	5	-5.69105691056911	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20241213133000	https://www.dailymail.co.uk/news/article-14189765/Topless-women-protesters-chainsaw-famous-monument-demonstrate-against-use-landmines-Ukraine-demand-Russia-kicked-United-Nations.html
1215465129	20241206	202412	2024	2024.9205											LEG	SENATE						LEG			0	036	036	03	1	4.0	10	1	10	0.47086521483225	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20241213133000	https://www.courant.com/2024/12/13/defense-bill-includes-incremental-funding-for-a-second-submarine/
1215465130	20241206	202412	2024	2024.9205											tel	TELUGU			tel						1	190	190	19	4	-10.0	8	1	8	-4.56730769230769	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20241213133000	https://www.nagpurtoday.in/allu-arjun-arrested-days-after-woman-killed-in-stampede-at-pushpa-2-screening/12131734
1215465131	20241206	202412	2024	2024.9205	LEG	SENATE						LEG													0	036	036	03	1	4.0	10	1	10	0.47086521483225	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20241213133000	https://www.courant.com/2024/12/13/defense-bill-includes-incremental-funding-for-a-second-submarine/
1215465132	20241206	202412	2024	2024.9205	SYR	SYRIA	SYR								RUS	RUSSIA	RUS								1	080	080	08	2	5.0	2	1	2	-3.36700336700337	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20241213133000	https://www.aljazeera.com/news/2024/12/13/celebration-in-damascus-as-world-leaders-discuss-challenges-facing-syria
1215465133	20241206	202412	2024	2024.9205	SYRGOV	BASHAR AL ASSAD	SYR					GOV			RUS	RUSSIA	RUS								1	080	080	08	2	5.0	8	1	8	-3.36700336700337	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20241213133000	https://www.aljazeera.com/news/2024/12/13/celebration-in-damascus-as-world-leaders-discuss-challenges-facing-syria
1215465134	20241206	202412	2024	2024.9205	USA	UNITED STATES	USA								CVL	IMMIGRANT						CVL			1	100	100	10	3	-5.0	2	1	2	-3.53697749196141	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20241213133000	https://foxsanantonio.com/newsletter-daily/migrant-rights-group-warns-undocumented-texans-to-plan-for-deportations-mexico-united-states-border-president-elect-trump
1215465135	20241212	202412	2024	2024.9370											USA	UNITED STATES	USA								1	014	014	01	1	0.0	2	1	2	0.94562647754137	0								3	Serra Retreat, California, United States	US	USCA		34.0453	-118.682	1661424	3	Serra Retreat, California, United States	US	USCA		34.0453	-118.682	1661424	20241213133000	https://www.nme.com/news/film/dick-van-dyke-had-to-crawl-to-his-car-to-escape-malibu-wildfires-3821889
1215465136	20241212	202412	2024	2024.9370											ZWE	HARARE	ZWE								1	042	042	04	1	1.9	1	1	1	2.63157894736842	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20241213133000	https://www.herald.co.zw/acting-president-chiwenga-attends-hero-mphokos-send-off-ceremony/
1215465137	20241212	202412	2024	2024.9370	CRM	MUGGER						CRM			BGD	SIRAJGANJ	BGD								1	1712	171	17	4	-9.2	8	1	8	-6.25	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20241213133000	https://www.thedailystar.net/news/bangladesh/crime-justice/news/2-dbbl-employees-kidnapped-tk-28-lakh-looted-sirajganj-3775376
1215465138	20241212	202412	2024	2024.9370	CRM	MUGGER						CRM			NLD	NETHERLANDS	NLD								1	1712	171	17	4	-9.2	2	1	2	-6.25	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20241213133000	https://www.thedailystar.net/news/bangladesh/crime-justice/news/2-dbbl-employees-kidnapped-tk-28-lakh-looted-sirajganj-3775376
1215465139	20241212	202412	2024	2024.9370	CRM	MUGGER						CRM			NLDLAB	DUTCH	NLD					LAB			1	181	181	18	4	-9.0	10	1	10	-6.25	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20241213133000	https://www.thedailystar.net/news/bangladesh/crime-justice/news/2-dbbl-employees-kidnapped-tk-28-lakh-looted-sirajganj-3775376
1215465140	20241212	202412	2024	2024.9370	CVL	RESIDENTS						CVL			ZWE	HARARE	ZWE								1	172	172	17	4	-5.0	7	1	7	-3.93013100436682	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20241213133000	https://www.herald.co.zw/12-harare-bottle-stores-fined-us300-each-for-operating-beyond-8pm/
1215465141	20241212	202412	2024	2024.9370	ZWE	HARARE	ZWE																		1	043	043	04	1	2.8	1	1	1	2.63157894736842	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20241213133000	https://www.herald.co.zw/acting-president-chiwenga-attends-hero-mphokos-send-off-ceremony/
1215465142	20241213	202412	2024	2024.9397											AFR	AFRICA	AFR								0	036	036	03	1	4.0	2	1	2	5.76131687242798	0								4	Midlands, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.496	31.3451	-1260507	4	Midlands, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.496	31.3451	-1260507	20241213133000	https://htxt.co.za/2024/12/istore-offers-free-apple-intelligence-training-in-south-africa/
1215465143	20241213	202412	2024	2024.9397											AFR	AFRICA	AFR								1	040	040	04	1	1.0	10	1	10	2.75103163686383	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20241213133000	https://www.downtoearth.org.in/energy/world-liquid-gas-association-launches-roadmap-to-expand-access-to-clean-cooking-solutions-across-africa
1215465144	20241213	202412	2024	2024.9397											BGD	BANGLADESH	BGD								1	046	046	04	1	7.0	1	1	1	7.91738382099828	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20241213133000	https://www.thedailystar.net/business/organisation-news/press-releases/news/22-honoured-brand-forums-3rd-bangladesh-c-suite-awards-2024-3775371
1215465145	20241213	202412	2024	2024.9397											BUS	COMPANY						BUS			1	036	036	03	1	4.0	10	1	10	0	0								4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	20241213133000	https://www.investegate.co.uk:443/announcement/rns/smiths-news--snws/notice-of-agm/8610301
1215465146	20241213	202412	2024	2024.9397											BUS	COMPANIES						BUS			1	036	036	03	1	4.0	8	1	8	4.25531914893617	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20241213133000	https://www.wnmufm.org/education/2024-12-13/new-wildcat-collective-partnership-aims-to-benefit-students-up-communities
1215465147	20241213	202412	2024	2024.9397											BUS	COMPANY						BUS			1	037	037	03	1	5.0	7	1	7	1.85758513931889	0								4	Ping An, Jilin, China	CH	CH05	13176	43.2894	129.601	10869879	4	Ping An, Jilin, China	CH	CH05	13176	43.2894	129.601	10869879	20241213133000	https://www.healthcareitnews.com/category/resource-topic/government?id=74999&type=news&page=2
1215465148	20241213	202412	2024	2024.9397											BUS	PRODUCER						BUS			1	042	042	04	1	1.9	6	1	6	2.39294710327456	0								5	West Java, Jawa Barat, Indonesia	ID	ID30	18585	-6.75	107.5	-2679921	5	West Java, Jawa Barat, Indonesia	ID	ID30	18585	-6.75	107.5	-2679921	20241213133000	https://www.theeagleonline.com/article/2024/12/how-one-coffee-shop-builds-community-sustainably-from-bean-to-brew
1215465149	20241213	202412	2024	2024.9397											BUS	COMPANIES						BUS			1	042	042	04	1	1.9	8	1	8	4.25531914893617	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20241213133000	https://www.wnmufm.org/education/2024-12-13/new-wildcat-collective-partnership-aims-to-benefit-students-up-communities
1215465150	20241213	202412	2024	2024.9397											BUS	INDUSTRY						BUS			0	045	045	04	1	5.0	10	1	10	7.91738382099828	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20241213133000	https://www.thedailystar.net/business/organisation-news/press-releases/news/22-honoured-brand-forums-3rd-bangladesh-c-suite-awards-2024-3775371
1215465151	20241213	202412	2024	2024.9397											CAN	CANADA	CAN								0	014	014	01	1	0.0	4	1	4	-0.22050716648291	0								4	Cat Lake, Ontario, Canada	CA	CA08	154724	51.7167	-91.8	-562325	4	Cat Lake, Ontario, Canada	CA	CA08	154724	51.7167	-91.8	-562325	20241213133000	https://www.nationalobserver.com/2024/12/13/news/telehealth-pilot-program-diagnostic-healthcare-north-ottawa
1215465152	20241213	202412	2024	2024.9397											CAN	CANADA	CAN								0	071	071	07	2	7.4	4	1	4	-0.22050716648291	0								4	Cat Lake, Ontario, Canada	CA	CA08	154724	51.7167	-91.8	-562325	4	Cat Lake, Ontario, Canada	CA	CA08	154724	51.7167	-91.8	-562325	20241213133000	https://www.nationalobserver.com/2024/12/13/news/telehealth-pilot-program-diagnostic-healthcare-north-ottawa
1215465153	20241213	202412	2024	2024.9397											CAN	CANADA	CAN								1	112	112	11	3	-2.0	2	1	2	0	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20241213133000	https://www.exetertoday.ca/2024/12/13/71575/
1215465154	20241213	202412	2024	2024.9397											CAN	SASKATCHEWAN	CAN								0	130	130	13	3	-4.4	10	1	10	-1.52505446623093	0								4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20241213133000	https://leaderpost.com:443/opinion/columnists/opinion-forecasts-show-saskatchewans-economic-strategy-is-failing/wcm/48de6bb9-3de5-4010-aaf9-2bb2bbd51cb8
1215465155	20241213	202412	2024	2024.9397											CAN	CANADA	CAN								1	190	190	19	4	-10.0	2	1	2	-4	0								4	Sarnia, Ontario, Canada	CA	CA08	12661	42.9667	-82.4	-573205	4	Sarnia, Ontario, Canada	CA	CA08	12661	42.9667	-82.4	-573205	20241213133000	https://lfpress.com/news/local-news/st-thomas-police-probe-suspicious-overnight-death
1215465156	20241213	202412	2024	2024.9397											CAN	CANADIAN	CAN								0	190	190	19	4	-10.0	10	1	10	-8.23429541595925	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20241213133000	https://rightwingnews.com/media/eating-human-flesh-top-12-bizarre-shocking-cannibal-stories-2014/
1215465157	20241213	202412	2024	2024.9397											CHN	QINGDAO	CHN								0	046	046	04	1	7.0	1	1	1	3.30296127562642	0								4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20241213133000	https://autonews.gasgoo.com/china_news/70035416.html
1215465158	20241213	202412	2024	2024.9397											CHN	BEIJING	CHN								1	046	046	04	1	7.0	11	1	11	4.6721512076658	0								4	Jiefang, Qinghai, China	CH	CH06	13208	35.9922	102.716	10732713	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20241213133000	https://autonews.gasgoo.com/china_news/70035410.html
1215465159	20241213	202412	2024	2024.9397											CHN	CHINA	CHN								0	046	046	04	1	7.0	2	1	2	3.30296127562642	0								4	Jiefang, Qinghai, China	CH	CH06	13208	35.9922	102.716	10732713	4	Jiefang, Qinghai, China	CH	CH06	13208	35.9922	102.716	10732713	20241213133000	https://autonews.gasgoo.com/china_news/70035416.html
1215465160	20241213	202412	2024	2024.9397											CHN	CHINA	CHN								0	061	061	06	2	6.4	1	1	1	-2.74083031035872	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20241213133000	https://www.theatlantic.com/politics/archive/2024/12/trump-gop-rural-supporters/680981/
1215465161	20241213	202412	2024	2024.9397											CHN	CHINA	CHN								0	124	124	12	3	-4.0	4	1	4	-8.23429541595925	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20241213133000	https://rightwingnews.com/media/eating-human-flesh-top-12-bizarre-shocking-cannibal-stories-2014/
1215465162	20241213	202412	2024	2024.9397											COP	POLICE						COP			1	020	020	02	1	3.0	10	1	10	-7.94979079497908	0								4	Kitengela, Kenya (general), Kenya	KE	KE00	18585	-1.45	36.9667	-2251605	4	Kitengela, Kenya (general), Kenya	KE	KE00	18585	-1.45	36.9667	-2251605	20241213133000	https://www.capitalfm.co.ke/news/2024/12/man-who-abducted-himself-in-kitengela-arrested-by-dci/
1215465163	20241213	202412	2024	2024.9397											COP	DEPUTY						COP			1	030	030	03	1	4.0	10	1	10	5.60625814863103	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20241213133000	https://www.centralchronicle.com/trade-between-india-uae-has-reached-new-heights-due-to-success-of-cepa-uae-dpm-and-fm/
1215465164	20241213	202412	2024	2024.9397											COP	POLICE						COP			1	084	084	08	2	7.0	10	1	10	-4.6195652173913	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20241213133000	https://news.sky.com/story/woman-arrested-after-buckingham-palace-staff-christmas-party-13272666
1215465165	20241213	202412	2024	2024.9397											COP	POLICE						COP			0	110	110	11	3	-2.0	6	1	6	-3.48557692307693	0								4	Ilford, Redbridge, United Kingdom	UK	UKK8	40110	51.5597	0.070805	-2599348	4	Ilford, Redbridge, United Kingdom	UK	UKK8	40110	51.5597	0.070805	-2599348	20241213133000	https://www.dailymail.co.uk/news/article-14189691/Moment-Harshita-Brellas-murder-suspect-husband-caught-CCTV.html
1215465166	20241213	202412	2024	2024.9397											COP	POLICE						COP			1	112	112	11	3	-2.0	5	1	5	-23.0769230769231	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20241213133000	https://biztoc.com/x/f514fe6fbdd1387a
1215465167	20241213	202412	2024	2024.9397											COP	POLICE OFFICER						COP			1	124	124	12	3	-4.0	2	1	2	-7.05596107055961	0								5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	20241213133000	https://www.yorkshirepost.co.uk/news/crime/man-arrested-for-drink-driving-twice-in-one-week-on-opposite-sides-of-country-4908255
1215465168	20241213	202412	2024	2024.9397											COP	POLICE OFFICER						COP			1	173	173	17	4	-5.0	2	1	2	-7.05596107055961	0								4	Harrogate, North Yorkshire, United Kingdom	UK	UKJ7	40123	53.9833	-1.53333	-2598194	4	Harrogate, North Yorkshire, United Kingdom	UK	UKJ7	40123	53.9833	-1.53333	-2598194	20241213133000	https://www.yorkshirepost.co.uk/news/crime/man-arrested-for-drink-driving-twice-in-one-week-on-opposite-sides-of-country-4908255
1215465169	20241213	202412	2024	2024.9397											COP	DETECTIVE						COP			1	190	190	19	4	-10.0	3	1	3	-3.48557692307693	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	5	Northamptonshire, Northamptonshire, United Kingdom	UK	UKJ1	40124	52.316	-0.848108	-2604210	20241213133000	https://www.dailymail.co.uk/news/article-14189691/Moment-Harshita-Brellas-murder-suspect-husband-caught-CCTV.html
1215465170	20241213	202412	2024	2024.9397											CRM	CRIMINAL						CRM			1	130	130	13	3	-4.4	10	1	10	-8.10234541577825	0								4	Westbahnhof, Wien, Austria	AU	AU09	5672	48.1967	16.3372	-1995537	4	Westbahnhof, Wien, Austria	AU	AU09	5672	48.1967	16.3372	-1995537	20241213133000	https://www.vol.at/prison-sentence-after-threat-with-machete-at-vienna-west-station/9111799
1215465171	20241213	202412	2024	2024.9397											CRM	CRIMINAL						CRM			1	182	182	18	4	-9.5	10	1	10	-8.10234541577825	0								4	Westbahnhof, Wien, Austria	AU	AU09	5672	48.1967	16.3372	-1995537	4	Westbahnhof, Wien, Austria	AU	AU09	5672	48.1967	16.3372	-1995537	20241213133000	https://www.vol.at/prison-sentence-after-threat-with-machete-at-vienna-west-station/9111799
1215465172	20241213	202412	2024	2024.9397											CVL	HUNTER						CVL			0	173	173	17	4	-5.0	6	1	6	0	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20241213133000	https://patriotpost.us/articles/112776-presidential-pardon-power-grab-2024-12-13
1215465173	20241213	202412	2024	2024.9397											EDU	PUPIL						EDU			1	018	018	01	1	3.4	10	1	10	-0.99009900990099	0								4	Thohoyandou, Limpopo, South Africa	SF	SF09	77343	-22.9456	30.485	-1290846	4	Thohoyandou, Limpopo, South Africa	SF	SF09	77343	-22.9456	30.485	-1290846	20241213133000	https://www.news24.com/news24/southafrica/news/two-limpopo-pupils-take-their-own-lives-after-failing-exams-20241213
1215465174	20241213	202412	2024	2024.9397											EDU	COLLEGE						EDU			1	036	036	03	1	4.0	6	1	6	4.48179271708684	0								3	Arlington, Texas, United States	US	USTX	TX439	32.7357	-97.1081	1372320	3	Arlington, Texas, United States	US	USTX	TX439	32.7357	-97.1081	1372320	20241213133000	https://www.nbcdfw.com/news/local/something-good/85-year-old-north-texan-graduates-from-university-of-texas-at-arlington/3719617/
1215465175	20241213	202412	2024	2024.9397											EDU	COLLEGE						EDU			1	036	036	03	1	4.0	4	1	4	4.48179271708684	0								3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20241213133000	https://www.nbcdfw.com/news/local/something-good/85-year-old-north-texan-graduates-from-university-of-texas-at-arlington/3719617/
1215465176	20241213	202412	2024	2024.9397											EDU	UNIVERSITY						EDU			1	042	042	04	1	1.9	5	1	5	-5	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20241213133000	https://eturbonews.com/indian-students-killed-hostel-fire-moscow/
1215465177	20241213	202412	2024	2024.9397											EDU	UNIVERSITY						EDU			1	042	042	04	1	1.9	5	1	5	3.94736842105263	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20241213133000	https://www.chicoer.com/2024/12/13/letter-cherished-memories-of-living-history-days/
1215465178	20241213	202412	2024	2024.9397											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	5	1	5	0.67510548523207	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20241213133000	https://people.com/musician-plans-to-marry-his-longtime-fiancee-then-shes-diagnosed-with-brain-cancer-exclusive-8758954
1215465179	20241213	202412	2024	2024.9397											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	5	1	5	0.67510548523207	0								1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20241213133000	https://people.com/musician-plans-to-marry-his-longtime-fiancee-then-shes-diagnosed-with-brain-cancer-exclusive-8758954
1215465180	20241213	202412	2024	2024.9397											EDU	PROFESSOR						EDU			1	112	112	11	3	-2.0	6	1	6	4.48179271708684	0								3	Arlington, Texas, United States	US	USTX	TX439	32.7357	-97.1081	1372320	3	Arlington, Texas, United States	US	USTX	TX439	32.7357	-97.1081	1372320	20241213133000	https://www.nbcdfw.com/news/local/something-good/85-year-old-north-texan-graduates-from-university-of-texas-at-arlington/3719617/
1215465181	20241213	202412	2024	2024.9397											EDU	PROFESSOR						EDU			1	112	112	11	3	-2.0	4	1	4	4.48179271708684	0								3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20241213133000	https://www.nbcdfw.com/news/local/something-good/85-year-old-north-texan-graduates-from-university-of-texas-at-arlington/3719617/
1215465182	20241213	202412	2024	2024.9397											EGY	ALEXANDRIA	EGY								0	043	043	04	1	2.8	6	1	6	2.22984562607204	0								4	Bearsden, East Dunbartonshire, United Kingdom	UK	UKU5	40176	55.9167	-4.35	-2589505	4	Bearsden, East Dunbartonshire, United Kingdom	UK	UKU5	40176	55.9167	-4.35	-2589505	20241213133000	https://www.dumbartonreporter.co.uk/news/24793018.local-entrepreneurs-visited-small-business-saturday/
